Product Code,Number of Items,Highest Price,Lowest Price,Average Price,Most Common Price,Top Competitor Location
C211WDG,25,GH₵ 11500.00,GH₵ 9799.00,GH₵ 10017.27,GH₵ 9799.00,Accra Metropolitan
